Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP3241,21,28.08,24.0,85.47,4.35,44.17,1.85,0.58,0.64,Frank,24.0,26.04,38.66,3.93,2.25,87.7,0.41,ISS2586,Bug,Medium,1.0,6.56,Refactor code,4.59,31.51,27.69,0.7,0.03,0.06,Database migration,Critical bug,Performance,4.77,5.64,David,8.49
SP9881,32,38.49,37.43,97.25,5.76,53.63,0.17,-0.35,0.77,Alice,34.4,32.06,52.68,8.34,2.98,116.29,0.51,ISS7563,Story,Low,20.44,5.83,Performance fix,17.1,46.22,43.26,1.8,0.43,0.09,Code cleanup,New module,Refactor,4.75,5.12,Henry,14.98
SP6301,18,42.15,34.97,82.97,5.22,40.46,0.04,8.21,0.65,Eve,38.36,43.91,25.52,7.14,2.27,101.01,0.59,ISS6043,Story,High,1.67,4.66,Update UI,4.25,44.41,40.15,0.12,1.64,0.13,Refactor module,Performance issue,Performance,6.31,4.56,Grace,6.2
SP9576,10,43.08,34.0,78.92,3.03,43.89,0.72,-1.34,0.64,Carol,57.35,43.16,26.84,4.35,1.48,126.6,0.62,ISS6738,Story,Low,12.05,6.93,Write tests,16.37,25.05,48.15,1.67,1.27,0.1,Load testing,Tech debt,Backend,10.03,4.27,Grace,15.59
SP4455,30,56.14,44.68,79.59,3.26,53.6,1.05,6.92,0.67,Carol,18.59,35.9,40.4,5.0,3.92,123.54,0.59,ISS5905,Bug,Medium,1.28,6.84,Write tests,3.75,49.14,42.79,0.09,0.26,0.12,Update UI,Critical bug,Testing,4.95,5.99,Bob,16.88
SP8035,15,44.51,31.05,69.76,1.92,76.35,1.12,-1.96,0.68,David,44.75,47.05,30.72,7.46,0.3,93.51,0.35,ISS2404,Bug,Low,6.02,3.69,Fix bug,6.57,47.07,44.18,1.57,0.2,0.0,Improve performance,Regression fix,Bug,5.28,4.76,Bob,12.08
SP4709,23,42.01,34.42,81.93,6.1,60.1,1.01,5.26,0.66,Bob,34.83,49.51,41.45,6.52,1.75,69.56,0.34,ISS1169,Bug,Low,1.0,1.66,Write tests,2.58,47.83,33.23,0.73,0.22,0.25,Update UI,New module,UI,13.46,6.18,David,12.0
SP3649,39,48.67,23.87,49.04,1.75,55.12,4.76,4.91,0.42,Frank,49.23,46.01,42.22,6.31,3.49,104.5,0.45,ISS6209,Story,Medium,1.72,8.96,Refactor code,5.92,45.52,53.99,0.41,1.12,0.01,Refactor module,User request,DevOps,2.6,7.36,Eve,8.67
SP4433,24,32.74,19.99,61.06,2.25,40.36,0.48,5.59,0.59,David,28.65,30.0,30.55,4.46,2.33,82.32,0.38,ISS7754,Bug,High,1.0,1.0,Performance fix,3.54,43.46,29.31,0.2,0.82,0.35,Code cleanup,Performance issue,UI,1.09,4.3,Grace,18.75
SP6681,9,40.09,34.24,85.41,6.08,30.65,0.68,1.0,0.59,David,44.61,50.93,36.32,5.8,1.6,73.53,0.46,ISS5409,Bug,Medium,1.67,1.53,Fix bug,2.58,30.14,50.23,0.03,0.59,0.02,Update UI,New module,DevOps,1.52,9.78,Grace,17.06
SP1369,35,50.08,41.16,82.19,3.29,22.47,0.31,5.3,0.4,Bob,48.49,47.38,48.72,4.18,1.89,99.76,0.39,ISS2067,Task,High,3.99,7.18,Fix bug,5.68,37.83,39.73,3.0,3.0,0.19,Load testing,User request,Refactor,1.61,6.72,Carol,8.69
SP1098,23,30.48,21.6,70.87,4.61,39.14,1.52,6.23,0.68,Frank,38.2,44.32,33.33,6.05,1.48,92.29,0.38,ISS6589,Task,High,4.59,3.63,Add feature,6.22,49.77,49.23,0.73,3.0,0.08,Add unit tests,User request,Bug,1.0,6.8,Henry,8.86
SP7228,35,68.07,60.51,88.89,3.7,50.76,0.83,0.26,0.7,Alice,32.54,55.36,50.61,3.17,1.03,103.55,0.31,ISS4813,Story,High,2.34,3.95,Refactor code,2.0,51.3,36.95,1.91,0.48,0.23,Improve performance,Critical bug,Security,20.03,10.64,David,2.71
SP4555,30,57.15,53.48,93.58,0.85,38.02,0.65,-0.42,0.82,Grace,26.92,59.54,38.15,6.01,1.09,133.96,0.53,ISS5593,Bug,Medium,1.9,5.58,Fix bug,5.82,54.7,44.36,1.32,2.4,0.17,Add unit tests,Tech debt,Testing,4.01,9.56,Bob,9.63
SP9250,20,54.91,46.66,84.98,5.27,45.61,1.6,3.49,0.67,Alice,37.47,37.72,39.79,7.9,1.94,98.71,0.47,ISS4733,Story,Low,3.81,4.4,Update UI,2.98,52.34,42.42,1.17,0.77,0.17,Fix bug,Tech debt,Backend,14.54,4.59,Grace,15.2
SP6516,30,20.0,10.82,54.1,4.14,63.13,0.03,7.18,0.54,Carol,44.51,33.83,42.36,3.73,0.94,113.28,0.41,ISS2479,Task,Medium,1.35,6.83,Fix bug,8.34,37.6,52.38,0.02,1.5,0.06,Update UI,Regression fix,UI,1.0,7.68,David,12.47
SP2815,36,56.44,48.66,86.22,9.22,53.41,2.68,1.07,0.66,Frank,42.05,64.64,29.85,8.48,1.79,81.79,0.47,ISS9811,Task,High,1.0,6.66,Add feature,3.84,37.21,40.57,0.47,0.36,0.0,Fix bug,Regression fix,Security,7.2,3.65,Alice,11.5
SP8377,25,45.06,29.18,64.76,6.19,48.92,1.05,1.37,0.59,Bob,41.09,40.51,35.98,7.66,3.56,83.59,0.35,ISS1553,Story,Medium,10.03,3.08,Write tests,12.17,47.43,31.88,1.85,0.01,0.12,Database migration,Regression fix,Security,9.24,6.1,David,13.83
SP7842,10,41.93,30.61,73.0,2.85,25.46,0.73,-0.76,0.48,Grace,50.02,39.88,43.85,2.44,2.41,101.39,0.48,ISS6714,Task,Low,2.66,5.49,Update UI,5.38,40.96,53.27,0.23,0.01,0.01,Security patch,Regression fix,Feature,1.41,6.31,David,17.71
SP7038,12,47.51,32.96,69.37,5.5,29.36,0.14,5.43,0.44,David,43.34,35.11,45.06,6.77,3.86,108.8,0.58,ISS6274,Story,Medium,5.04,7.36,Performance fix,8.32,32.09,44.55,0.07,3.0,0.2,Load testing,New module,Performance,7.1,6.63,Carol,17.91
SP1650,33,51.87,37.99,73.24,6.36,48.15,0.73,8.39,0.71,Alice,37.52,51.79,32.41,9.63,1.12,96.54,0.42,ISS1194,Task,Medium,1.7,2.92,Update UI,1.53,54.25,53.44,0.28,0.48,0.0,Refactor module,Performance issue,Refactor,13.79,3.89,Carol,12.37
SP5868,23,40.95,38.89,94.97,7.16,46.91,0.29,-0.66,0.79,Henry,46.39,44.18,43.38,5.32,0.26,61.97,0.13,ISS1557,Bug,High,1.71,3.52,Refactor code,1.0,37.43,47.99,0.72,0.09,0.08,API integration,Regression fix,Bug,30.0,1.23,Henry,10.14
SP9148,26,59.23,37.25,62.89,7.21,35.84,0.13,8.96,0.5,Grace,34.83,32.56,40.38,8.62,0.42,126.78,0.41,ISS5226,Story,Low,1.0,5.5,Refactor code,4.63,29.23,48.63,0.01,0.13,0.04,Develop feature,User request,Performance,1.0,7.12,David,11.06
SP8017,32,42.51,25.66,60.36,4.93,41.96,2.17,-1.16,0.5,Grace,53.11,68.71,50.11,5.77,1.67,107.23,0.41,ISS9132,Story,Low,1.0,2.5,Add feature,2.83,42.81,34.21,0.08,0.67,0.09,Refactor module,Tech debt,Bug,11.17,6.67,Grace,13.18
SP7202,17,60.83,44.48,73.12,5.83,28.5,0.13,3.51,0.45,Henry,49.9,38.11,41.88,6.91,0.0,55.0,0.21,ISS8244,Bug,High,16.7,3.96,Refactor code,32.19,25.87,49.19,0.79,1.65,0.08,API integration,Tech debt,Refactor,21.24,3.5,Eve,8.75
SP7329,3,40.01,26.02,65.03,1.66,52.13,0.65,-2.0,0.69,David,40.79,42.32,35.11,4.91,0.0,81.38,0.31,ISS7540,Bug,Medium,3.02,8.07,Update UI,9.11,44.93,45.96,0.24,0.32,0.0,Security patch,Performance issue,Bug,6.5,2.14,Henry,13.6
SP2700,39,30.23,29.12,96.33,2.97,73.29,0.09,-2.0,0.8,Frank,42.58,11.18,43.85,7.67,2.53,79.75,0.37,ISS8066,Bug,Medium,9.1,7.14,Fix bug,15.62,34.92,41.5,0.0,0.03,0.04,Add unit tests,Critical bug,Testing,1.42,9.75,Henry,8.81
SP4380,25,42.17,36.9,87.5,7.22,41.63,0.02,-1.16,0.77,Eve,54.49,35.19,39.08,7.26,1.28,125.9,0.34,ISS3958,Bug,Low,8.91,6.37,Write tests,11.76,47.66,49.55,1.22,0.27,0.0,Fix bug,User request,Feature,10.83,5.24,Bob,6.41
SP5161,27,20.0,14.87,74.35,1.84,41.02,0.54,1.74,0.68,Alice,28.37,33.31,45.26,7.37,1.68,131.34,0.5,ISS3457,Task,Medium,6.95,4.36,Add feature,8.86,33.5,39.46,0.03,0.26,0.0,Resolve blocker,Tech debt,Backend,5.3,8.94,Frank,12.97
SP2681,2,61.25,53.67,87.62,4.94,60.2,0.02,5.0,0.68,David,44.12,31.42,37.73,7.05,3.28,84.48,0.4,ISS9822,Task,High,5.29,9.6,Refactor code,11.45,39.59,39.83,0.95,1.83,0.12,Code cleanup,Critical bug,DevOps,3.39,6.19,David,14.52
SP4416,15,29.02,18.7,64.44,3.36,56.8,0.06,4.18,0.57,Carol,40.56,36.82,45.51,7.52,1.4,121.39,0.5,ISS2716,Task,Medium,12.45,6.67,Update UI,17.93,43.56,40.5,0.92,0.32,0.0,Update UI,Critical bug,Refactor,1.0,4.34,Grace,16.6
SP4945,31,58.66,43.86,74.77,4.6,51.88,2.65,7.13,0.63,Frank,40.88,39.18,28.05,6.14,0.0,91.74,0.49,ISS3996,Bug,Medium,3.65,2.65,Fix bug,4.98,35.4,39.25,0.6,1.13,0.01,Resolve blocker,New module,Refactor,3.58,6.35,Bob,17.64
SP5098,33,51.33,38.59,75.18,2.95,36.92,1.12,2.08,0.61,Carol,14.97,26.07,37.44,3.52,3.55,99.53,0.5,ISS7045,Task,Medium,13.93,3.87,Update UI,12.11,29.76,47.69,1.75,1.09,0.1,Add unit tests,User request,Performance,10.24,1.97,Frank,11.35
SP2806,22,44.63,33.28,74.57,3.56,57.72,0.25,4.09,0.58,Eve,39.74,44.46,22.8,9.17,2.51,105.22,0.6,ISS8526,Bug,Medium,1.0,5.25,Refactor code,6.86,28.44,46.99,1.19,1.26,0.02,Database migration,User request,Feature,7.6,7.69,Eve,18.64
SP8023,22,54.88,36.73,66.93,5.87,51.29,0.29,-0.03,0.47,Frank,44.95,57.14,41.8,2.82,1.9,96.32,0.42,ISS1548,Task,High,6.92,1.0,Add feature,9.66,41.0,30.21,0.12,2.5,0.27,Fix bug,New module,Refactor,1.78,6.46,Grace,12.07
SP9747,16,33.88,22.97,67.8,4.22,43.51,1.35,7.38,0.69,David,53.17,43.68,56.74,8.32,0.4,79.65,0.34,ISS4784,Task,High,7.49,7.57,Fix bug,13.05,41.27,36.81,0.75,0.33,0.08,Fix bug,Critical bug,Security,1.03,8.05,Frank,11.6
SP6012,1,52.72,44.96,85.28,5.75,61.44,0.34,11.69,0.75,Carol,44.06,49.78,46.11,3.78,4.76,97.37,0.52,ISS2091,Task,Low,7.54,3.48,Fix bug,6.07,29.77,45.17,0.31,1.42,0.01,API integration,User request,Security,1.42,9.0,Henry,4.92
SP6671,18,45.66,30.81,67.48,7.21,34.46,0.9,-2.0,0.51,Carol,44.0,39.93,40.78,8.79,2.93,116.27,0.54,ISS8277,Task,High,4.44,4.76,Update UI,6.73,34.94,39.05,0.29,3.0,0.05,Security patch,Regression fix,Performance,3.19,3.05,David,13.08
SP9287,32,21.74,19.33,88.91,3.99,58.22,0.14,-2.0,0.79,Eve,42.03,47.7,35.8,3.86,3.9,97.32,0.59,ISS7450,Task,Low,7.4,3.55,Update UI,9.01,37.18,50.96,0.75,0.28,0.06,Add unit tests,User request,Feature,1.0,8.78,Frank,11.79
SP9773,39,42.73,34.12,79.85,2.41,48.87,0.64,4.17,0.69,Eve,48.56,29.41,44.32,7.73,3.06,107.43,0.48,ISS7452,Task,Medium,7.3,8.0,Fix bug,12.43,25.07,39.99,1.03,0.53,0.07,Update UI,Performance issue,Testing,4.18,5.31,Alice,14.16
SP7737,13,53.0,38.69,73.0,1.02,48.22,0.11,-2.0,0.66,Frank,40.86,11.19,35.84,8.43,2.12,102.75,0.41,ISS1548,Task,Medium,12.69,6.55,Add feature,12.71,52.43,45.3,3.0,1.78,0.18,Fix bug,Performance issue,Security,1.54,7.67,Carol,9.43
SP1644,18,57.25,38.21,66.74,5.53,62.51,0.36,9.88,0.62,Henry,54.66,24.12,48.7,6.25,1.23,105.15,0.31,ISS6341,Task,Medium,1.8,7.91,Fix bug,7.01,43.17,44.21,0.45,0.94,0.07,Load testing,Performance issue,Feature,10.32,1.89,Grace,4.9
SP3023,27,59.32,43.92,74.04,5.54,29.9,1.05,0.26,0.48,Alice,35.77,32.89,43.29,9.16,0.55,115.64,0.35,ISS7644,Story,High,2.0,5.13,Performance fix,10.49,40.14,45.03,3.0,2.2,0.13,Fix bug,Critical bug,Refactor,1.0,8.68,Henry,11.38
SP1886,2,20.0,15.45,77.25,3.82,50.54,0.21,0.52,0.55,Grace,33.24,41.09,39.29,3.65,2.98,106.97,0.48,ISS4966,Bug,Medium,1.0,4.25,Performance fix,3.13,40.86,39.47,2.49,0.45,0.03,Resolve blocker,Tech debt,Backend,17.24,7.28,David,12.49
SP6522,37,43.24,35.84,82.89,3.22,38.19,0.3,1.43,0.65,Bob,37.21,48.74,43.64,2.0,2.1,88.6,0.46,ISS6556,Bug,Medium,6.56,5.29,Update UI,11.73,35.29,43.05,0.41,0.04,0.06,API integration,User request,Backend,5.24,5.22,Alice,17.82
SP6229,12,43.91,35.05,79.82,7.56,68.34,2.78,-2.0,0.67,Carol,31.91,43.44,37.14,7.37,1.72,99.43,0.39,ISS6325,Story,Low,5.01,4.01,Refactor code,5.07,32.24,58.1,3.0,2.14,0.15,Add unit tests,New module,Feature,1.0,5.88,Grace,12.46
SP2614,5,35.04,23.68,67.58,4.54,42.3,0.17,3.96,0.62,Alice,39.28,56.07,41.41,8.27,1.27,92.92,0.3,ISS1108,Task,Medium,12.08,6.87,Add feature,12.6,29.08,40.61,1.78,3.0,0.18,Add unit tests,New module,Feature,7.91,5.7,Alice,16.56
SP8424,6,29.71,23.2,78.09,7.84,55.96,0.62,4.11,0.68,Grace,34.59,57.91,43.83,2.64,0.95,117.78,0.51,ISS9727,Story,Low,4.74,4.02,Refactor code,4.19,36.37,49.84,0.08,1.03,0.05,Resolve blocker,New module,Backend,2.65,4.97,David,4.54
SP9243,5,49.51,45.02,90.93,6.0,51.47,0.28,6.66,0.8,Grace,29.85,62.61,45.74,7.09,1.89,95.82,0.35,ISS7738,Task,High,1.0,4.87,Refactor code,5.6,22.53,35.72,0.93,0.28,0.0,Improve performance,New module,Feature,8.81,8.74,Carol,18.06
SP4292,25,40.62,33.43,82.3,3.84,66.53,0.6,-2.0,0.72,Carol,37.67,47.89,39.76,8.28,1.47,116.36,0.44,ISS4890,Story,High,3.92,4.12,Add feature,6.38,37.02,44.57,2.33,0.19,0.05,Refactor module,Regression fix,Bug,5.56,4.57,Eve,12.39
SP5783,2,51.73,38.24,73.92,4.67,66.11,0.56,4.74,0.71,Alice,33.91,12.19,41.75,5.52,2.74,81.0,0.38,ISS7641,Bug,Medium,9.29,8.59,Performance fix,20.86,46.47,43.34,0.83,0.14,0.0,Add unit tests,Critical bug,Testing,1.45,4.43,Alice,14.07
SP6677,8,68.49,60.51,88.35,5.07,56.18,1.32,7.83,0.66,Carol,39.29,40.88,53.24,6.53,1.11,114.2,0.45,ISS5917,Story,Low,2.35,5.34,Add feature,4.11,36.73,33.92,0.9,0.22,0.06,Security patch,Tech debt,Feature,4.76,6.72,Eve,8.27
SP1203,30,51.58,39.91,77.37,6.95,24.43,0.38,4.13,0.47,Bob,27.72,48.98,28.83,6.52,3.13,87.49,0.48,ISS9866,Bug,Low,6.78,3.25,Refactor code,8.28,49.36,37.28,0.73,1.79,0.23,API integration,User request,Backend,1.01,6.14,Grace,16.9
SP4092,38,35.68,22.2,62.22,6.61,48.81,0.11,2.36,0.59,Grace,56.01,37.02,34.77,4.86,1.98,107.13,0.49,ISS2645,Story,High,3.67,5.3,Performance fix,7.06,35.67,29.15,0.4,1.57,0.17,Code cleanup,Critical bug,Testing,16.94,2.57,Henry,9.82
SP3439,39,36.35,29.6,81.43,4.94,65.74,1.06,2.4,0.72,Alice,40.7,41.45,42.8,8.87,2.1,116.81,0.42,ISS7662,Story,High,4.35,6.91,Write tests,13.04,34.39,46.83,1.23,0.48,0.02,Improve performance,Critical bug,Bug,6.07,4.1,Henry,18.79
SP8848,26,43.37,37.35,86.12,2.21,53.99,1.31,-0.53,0.74,Frank,46.61,53.82,45.62,7.25,1.87,105.66,0.44,ISS4954,Bug,Medium,9.2,2.55,Update UI,12.98,40.95,39.12,0.5,0.69,0.01,Develop feature,Tech debt,DevOps,14.39,5.34,Eve,24.51
SP1833,6,41.84,34.92,83.46,2.61,40.83,2.1,1.04,0.68,David,36.75,53.8,28.94,3.19,0.0,64.42,0.37,ISS7489,Story,Medium,2.75,9.34,Performance fix,7.48,38.59,42.9,0.28,0.75,0.05,Develop feature,Regression fix,DevOps,21.92,5.76,Carol,9.42
SP6865,34,47.87,33.95,70.92,4.12,59.3,1.27,7.92,0.6,Carol,37.75,44.26,36.29,8.75,1.16,122.76,0.58,ISS5600,Bug,Low,5.3,9.82,Performance fix,11.84,32.61,35.74,0.0,1.6,0.12,Resolve blocker,Regression fix,Refactor,1.54,4.96,Eve,7.8
SP5460,39,43.5,39.8,91.49,4.66,57.75,0.62,0.43,0.67,Carol,40.55,55.03,35.49,8.68,0.24,99.02,0.44,ISS5545,Task,Medium,6.64,4.15,Refactor code,10.42,51.71,37.71,0.29,1.26,0.13,Add unit tests,User request,Bug,13.88,6.23,David,10.45
SP6834,17,36.96,31.8,86.04,4.28,31.23,1.2,7.52,0.67,Alice,48.55,61.76,49.69,6.11,1.52,97.62,0.38,ISS9589,Story,Low,2.78,6.27,Performance fix,3.36,50.18,52.74,0.3,1.47,0.12,API integration,Regression fix,UI,2.06,6.41,Eve,9.14
SP2279,19,45.26,29.59,65.38,3.62,36.38,2.01,12.76,0.41,Eve,34.68,46.25,45.01,7.07,2.37,86.25,0.28,ISS7824,Bug,Low,2.69,2.62,Write tests,3.63,53.59,52.73,0.43,0.12,0.02,Refactor module,Performance issue,Feature,13.17,5.03,David,7.16
SP1050,16,32.64,27.0,82.72,4.22,44.26,2.73,3.35,0.65,Henry,36.64,37.68,43.63,5.49,0.9,106.76,0.38,ISS4857,Task,Low,1.0,6.87,Add feature,6.53,41.53,39.68,3.0,1.48,0.22,Code cleanup,Regression fix,Bug,1.0,7.76,David,14.57
SP8214,33,25.5,16.67,65.37,5.21,29.57,0.81,13.18,0.54,David,39.98,14.72,22.89,5.83,2.84,118.77,0.51,ISS5477,Story,Low,2.78,7.48,Performance fix,5.41,40.56,41.77,1.03,0.9,0.03,Database migration,Regression fix,DevOps,1.04,3.81,Bob,10.25
SP5639,19,43.42,32.53,74.92,7.43,41.67,0.22,2.7,0.67,Eve,29.22,45.38,18.44,6.67,1.94,111.13,0.68,ISS4411,Bug,Low,24.32,1.23,Write tests,16.85,29.02,38.15,0.03,0.1,0.12,Develop feature,Regression fix,UI,8.77,8.18,Eve,9.7
SP1895,28,47.91,28.48,59.44,3.45,52.46,1.61,7.24,0.5,Bob,45.25,60.09,41.9,6.73,2.96,110.25,0.51,ISS2922,Story,High,6.9,6.14,Write tests,10.66,24.56,40.63,0.16,1.35,0.04,Database migration,Regression fix,Performance,16.18,2.21,Carol,9.13
SP4761,33,50.17,37.76,75.26,5.05,51.81,0.17,1.44,0.64,Eve,39.28,27.35,50.95,3.31,3.63,109.35,0.53,ISS8473,Bug,Medium,4.17,7.73,Update UI,9.88,49.5,40.4,0.29,1.85,0.13,Add unit tests,Tech debt,Refactor,1.38,1.81,Alice,13.18
SP9502,32,32.69,22.9,70.05,3.52,61.31,0.47,7.36,0.62,Frank,37.91,28.79,50.71,9.29,1.22,84.36,0.38,ISS6594,Bug,Low,1.45,2.68,Fix bug,3.68,39.24,38.62,0.5,0.75,0.03,Security patch,Performance issue,Testing,9.43,5.91,Bob,17.13
SP2953,11,42.9,35.35,82.4,2.09,57.98,2.23,5.48,0.58,Henry,43.06,41.5,40.6,5.52,2.46,94.5,0.49,ISS6444,Story,Medium,1.0,1.49,Fix bug,1.05,51.22,35.14,1.03,1.35,0.23,Database migration,Critical bug,UI,1.0,6.95,David,9.16
SP9418,7,43.88,29.43,67.07,8.36,50.04,1.06,9.31,0.64,Eve,34.61,56.95,40.56,7.77,0.41,87.38,0.33,ISS1074,Bug,Low,2.33,7.35,Add feature,9.77,41.82,60.0,1.21,0.03,0.04,Develop feature,Tech debt,UI,1.87,10.37,Eve,14.7
SP4344,27,43.5,35.83,82.37,6.03,47.17,0.85,1.09,0.59,David,27.42,49.41,56.63,6.24,2.57,106.54,0.48,ISS7192,Story,Medium,1.0,5.23,Performance fix,5.22,59.57,50.51,0.74,0.7,0.17,Load testing,User request,DevOps,9.77,5.47,Alice,8.22
SP9227,35,44.88,34.43,76.72,8.78,39.57,0.56,0.79,0.56,Eve,40.5,28.25,44.97,4.66,2.28,113.01,0.44,ISS8144,Bug,Medium,9.71,4.83,Update UI,14.6,49.04,43.7,0.78,0.78,0.06,Update UI,User request,Backend,1.0,4.89,Bob,15.39
SP1278,32,41.25,35.66,86.45,7.47,51.29,0.21,4.83,0.62,David,45.06,46.15,35.45,5.87,1.24,97.03,0.38,ISS8549,Story,High,6.57,5.79,Performance fix,12.7,37.6,43.08,1.06,0.46,0.04,Load testing,New module,Performance,6.63,5.55,Alice,7.34
SP7222,18,46.17,32.46,70.31,8.11,31.67,2.38,1.32,0.55,Eve,43.95,15.97,35.58,5.54,1.6,80.49,0.4,ISS8319,Task,Medium,1.0,1.98,Write tests,1.0,35.03,40.84,0.71,1.58,0.13,Add unit tests,User request,Bug,1.0,4.29,Henry,7.46
SP4630,28,44.23,38.25,86.48,6.29,64.97,1.16,2.67,0.79,David,40.38,54.17,41.14,5.45,0.93,94.41,0.39,ISS1574,Story,Medium,21.94,2.41,Add feature,25.73,33.75,47.6,1.13,1.18,0.15,Improve performance,New module,Testing,2.62,4.27,Henry,8.15
SP3212,14,51.87,35.04,67.55,5.1,48.71,0.59,5.98,0.53,Henry,56.35,40.91,33.46,4.12,2.41,100.17,0.44,ISS1347,Story,High,2.17,4.66,Performance fix,8.0,36.05,38.09,0.4,0.6,0.0,Load testing,New module,Backend,1.0,3.63,Bob,12.41
SP1728,19,44.98,40.31,89.62,8.42,56.84,0.19,-2.0,0.71,Bob,25.67,37.49,58.9,6.86,1.56,88.16,0.38,ISS1918,Task,Low,14.26,2.59,Fix bug,7.32,31.57,52.73,0.07,2.19,0.16,Update UI,User request,Performance,6.53,4.02,David,6.9
SP2933,23,57.06,46.21,80.98,7.46,60.02,2.21,0.99,0.6,Alice,40.49,32.81,60.09,6.83,2.18,123.95,0.49,ISS2113,Task,Low,9.23,5.36,Add feature,8.94,41.66,48.73,0.06,0.65,0.02,Develop feature,Regression fix,Feature,10.02,2.68,David,19.15
SP1896,1,31.23,28.71,91.93,2.42,46.58,1.56,-2.0,0.8,Frank,56.94,15.88,41.05,9.38,2.63,76.7,0.28,ISS6995,Bug,Medium,12.71,4.17,Update UI,18.27,51.94,44.43,0.19,1.08,0.13,Code cleanup,New module,Backend,7.54,6.38,Carol,10.94
SP5949,33,48.16,32.34,67.15,5.12,37.38,0.84,-2.0,0.6,Carol,36.65,40.33,49.7,7.8,3.33,103.98,0.43,ISS7377,Bug,High,2.78,6.05,Add feature,6.14,49.17,52.18,2.99,0.48,0.05,API integration,Tech debt,Backend,8.61,3.92,Henry,9.88
SP3133,25,54.66,46.75,85.53,5.92,54.83,0.35,-1.48,0.8,Frank,36.75,28.35,36.27,6.43,1.0,95.41,0.42,ISS6240,Bug,High,12.33,5.15,Write tests,23.26,41.56,38.94,0.07,1.31,0.06,Load testing,Performance issue,DevOps,13.7,9.22,Carol,17.72
SP3172,6,63.53,55.18,86.86,4.6,76.92,0.79,3.94,0.86,Grace,30.13,28.76,28.71,5.7,2.72,102.16,0.4,ISS4206,Bug,Medium,10.34,2.63,Fix bug,11.98,23.72,31.34,3.0,0.58,0.1,Resolve blocker,Regression fix,Backend,2.45,4.5,David,15.04
SP9084,26,49.31,34.53,70.03,5.48,38.18,1.69,-2.0,0.4,Grace,43.3,38.69,27.69,4.08,2.6,103.94,0.5,ISS6192,Task,Medium,3.49,4.85,Fix bug,8.66,33.07,42.35,0.72,0.5,0.01,API integration,Performance issue,UI,4.4,4.26,Frank,11.35
SP9120,36,56.73,41.59,73.31,10.22,52.78,0.19,-2.0,0.65,David,45.7,65.93,43.12,5.48,1.18,74.37,0.35,ISS5579,Story,High,14.14,3.97,Fix bug,20.72,40.37,37.73,0.45,1.0,0.0,Update UI,New module,UI,6.46,7.07,Bob,5.18
SP5712,31,55.86,37.35,66.86,3.33,62.44,1.74,-2.0,0.57,David,36.78,26.42,34.32,4.06,1.49,91.05,0.32,ISS9471,Bug,High,11.39,5.39,Update UI,22.58,33.62,49.98,0.55,0.21,0.09,Security patch,User request,UI,5.52,9.84,Alice,10.51
SP9283,1,42.97,27.93,65.0,5.87,58.7,1.36,4.34,0.65,Alice,35.52,60.69,51.2,7.24,1.14,88.5,0.41,ISS6893,Bug,Low,1.0,6.53,Update UI,7.12,34.4,47.93,0.36,0.27,0.07,Load testing,Tech debt,Performance,9.32,6.65,David,9.3
SP6447,25,48.98,31.27,63.84,8.51,67.38,0.21,4.51,0.51,Grace,32.58,26.77,30.96,2.53,1.15,115.57,0.5,ISS4012,Story,High,1.0,4.12,Fix bug,5.1,41.84,58.8,0.9,0.83,0.0,Security patch,Regression fix,Refactor,16.82,5.31,Frank,12.45
SP7871,10,57.04,34.24,60.03,5.93,35.59,1.1,6.24,0.37,Grace,43.47,36.91,40.24,5.1,4.05,121.91,0.53,ISS8855,Task,High,1.8,8.41,Write tests,9.42,30.12,40.79,1.39,0.54,0.0,Security patch,Tech debt,Refactor,16.91,4.96,Alice,10.13
SP9818,2,54.21,32.56,60.06,0.77,58.61,2.05,1.79,0.43,Grace,24.05,28.82,31.22,6.28,3.98,109.98,0.58,ISS7959,Story,Low,1.51,3.75,Update UI,2.25,56.11,51.71,0.09,0.2,0.16,Resolve blocker,Tech debt,DevOps,8.76,7.68,David,10.1
SP4533,28,35.37,18.65,52.73,7.04,80.0,1.88,8.24,0.51,David,34.99,35.21,42.0,5.81,2.38,82.61,0.37,ISS3358,Bug,Medium,1.65,4.21,Write tests,2.29,21.69,36.05,0.42,0.17,0.06,Refactor module,Regression fix,DevOps,1.0,3.05,David,20.26
SP1442,3,51.81,41.14,79.41,4.76,66.3,0.36,-2.0,0.74,David,45.33,46.61,41.16,4.54,3.32,70.75,0.37,ISS2241,Bug,Medium,1.15,4.91,Update UI,5.28,36.95,43.85,0.19,2.36,0.16,API integration,New module,Backend,4.17,7.42,Carol,12.13
