Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP5327,10,63.43,31.14,49.09,2.8,49.35,1.33,7.73,0.49,Eve,35.55,49.36,54.1,6.86,1.18,164.91,0.42,ISS8086,Task,Low,1.36,5.5,Refactor code,2.87,57.53,31.62,1.56,3.72,0.5,Develop feature,Performance issue,Bug,5.89,9.22,Henry,3.34
SP7413,34,55.28,39.01,70.57,8.03,41.26,2.54,10.35,0.35,Grace,46.3,33.36,39.05,6.51,2.74,178.94,0.47,ISS5481,Story,High,3.19,8.97,Write tests,7.0,51.76,27.68,3.41,1.86,0.46,Database migration,New module,Security,10.24,6.06,Alice,19.35
SP8614,16,71.65,52.7,73.55,4.19,24.43,1.06,-1.99,0.34,Henry,42.35,63.8,40.7,3.8,0.92,115.37,0.49,ISS8465,Task,Medium,9.51,2.78,Performance fix,8.13,20.32,36.22,1.45,3.53,0.08,Resolve blocker,New module,Refactor,3.13,1.0,Carol,13.24
SP2245,39,61.33,40.57,66.15,5.06,63.29,2.98,9.3,0.55,Carol,27.68,44.25,37.56,6.06,0.85,166.87,0.44,ISS1929,Task,Medium,8.07,7.06,Write tests,10.45,41.04,34.63,2.12,2.01,0.33,API integration,User request,Backend,9.04,3.05,Carol,12.12
SP9243,22,63.6,48.42,76.13,-0.29,49.47,5.32,1.27,0.54,Eve,42.1,55.38,50.96,5.44,4.94,179.05,0.58,ISS8773,Task,Medium,13.26,4.89,Performance fix,17.54,40.47,33.45,0.71,4.91,0.26,Refactor module,Regression fix,Backend,3.19,3.45,Bob,11.99
SP1537,12,72.38,48.65,67.21,2.51,77.48,0.87,-0.99,0.55,Bob,52.93,50.23,31.8,2.12,2.06,129.86,0.45,ISS4324,Task,High,1.51,7.95,Refactor code,8.95,56.94,46.2,0.42,8.0,0.36,Develop feature,New module,Security,1.34,9.18,Henry,14.11
SP1540,24,45.51,36.59,80.4,6.19,68.25,1.66,2.74,0.69,Henry,55.51,57.31,37.83,6.75,2.67,117.59,0.52,ISS5587,Bug,Medium,5.37,3.19,Add feature,8.33,48.13,35.19,4.94,2.75,0.5,API integration,Critical bug,Backend,4.59,2.37,Bob,10.95
SP1814,40,41.02,6.66,16.24,3.83,68.04,5.33,5.09,0.25,Bob,69.71,33.16,46.91,1.65,2.11,131.61,0.41,ISS1356,Task,Low,34.31,6.53,Update UI,28.4,39.97,38.22,1.3,5.86,0.31,Refactor module,New module,Feature,6.97,10.06,Carol,11.94
SP2415,38,29.81,17.19,57.67,3.65,61.0,3.38,3.8,0.51,David,44.01,63.5,53.09,1.49,1.68,91.45,0.25,ISS5310,Story,Medium,3.59,8.81,Write tests,10.74,54.28,31.13,2.34,2.93,0.45,Update UI,Critical bug,UI,9.53,1.2,Grace,14.25
SP2652,10,46.84,35.72,76.26,0.75,61.31,1.1,8.49,0.71,Frank,31.02,28.84,45.57,4.45,4.06,118.55,0.45,ISS5064,Bug,Low,1.0,1.0,Add feature,3.88,32.22,33.81,1.95,3.91,0.14,Fix bug,Performance issue,Testing,4.44,6.16,Alice,17.21
SP5062,35,30.37,19.35,63.71,6.65,52.35,4.26,1.48,0.39,Carol,39.92,50.41,35.76,4.12,3.9,152.35,0.58,ISS6499,Task,Medium,3.22,10.73,Write tests,8.26,17.1,40.09,4.21,5.6,0.44,Resolve blocker,New module,Performance,12.28,1.09,Grace,17.76
SP3356,32,55.48,16.7,30.1,2.9,62.37,1.77,9.29,0.42,Eve,35.41,75.67,37.76,8.86,0.0,170.52,0.71,ISS4841,Story,High,12.97,4.64,Performance fix,21.84,36.76,38.6,2.04,1.6,0.16,Database migration,Tech debt,Backend,1.95,3.04,Frank,10.34
SP4810,7,40.8,11.72,28.73,4.7,43.28,3.28,1.81,0.41,Frank,42.99,80.58,38.81,2.28,0.0,129.02,0.38,ISS6333,Task,Medium,3.2,1.0,Update UI,1.76,43.33,37.39,0.18,3.13,0.3,API integration,Regression fix,Testing,3.61,6.53,Frank,14.64
SP1185,21,64.44,19.9,30.88,8.11,13.37,2.14,4.95,0.08,David,42.16,45.45,44.55,4.25,2.54,122.26,0.41,ISS7671,Task,Low,2.94,7.78,Fix bug,13.97,69.91,34.75,1.46,1.29,0.49,Add unit tests,Performance issue,Security,1.0,5.26,David,11.74
SP2551,20,61.68,35.46,57.49,9.18,60.62,3.12,3.39,0.4,Bob,61.97,50.45,31.44,6.41,2.1,121.23,0.33,ISS8059,Task,Medium,1.0,2.58,Refactor code,1.0,38.08,44.5,3.11,1.88,0.14,Refactor module,Regression fix,Feature,22.01,9.43,David,17.27
SP8013,26,44.16,17.11,38.75,1.61,60.95,2.4,1.72,0.38,Bob,27.54,56.69,37.02,2.95,2.83,113.47,0.5,ISS1665,Story,Low,4.59,1.58,Add feature,4.97,53.22,45.19,2.44,2.85,0.18,Code cleanup,New module,Feature,10.31,3.0,David,13.04
SP1761,4,64.64,46.65,72.17,3.1,30.18,0.62,-0.02,0.46,Carol,48.27,61.72,38.1,3.64,0.81,163.2,0.47,ISS7853,Bug,High,32.93,1.83,Add feature,59.1,38.87,46.57,1.6,1.8,0.14,Fix bug,Performance issue,Feature,9.36,6.35,Henry,13.54
SP7163,22,52.24,43.88,84.0,5.75,57.71,2.64,-0.59,0.61,Frank,32.51,21.01,52.8,6.62,2.59,159.94,0.57,ISS1553,Bug,Medium,1.59,6.76,Update UI,8.5,31.59,25.92,0.66,1.88,0.13,Improve performance,Critical bug,Bug,25.47,11.03,Bob,9.94
SP8635,15,23.43,12.7,54.2,1.98,57.47,1.0,-1.47,0.55,Bob,50.9,36.26,48.87,7.58,2.51,119.54,0.36,ISS9519,Bug,High,8.51,6.21,Performance fix,21.14,57.61,34.94,1.38,1.87,0.31,API integration,Performance issue,Bug,5.77,8.75,Eve,8.61
SP4281,40,35.17,6.75,19.19,6.99,66.19,2.39,5.31,0.38,David,54.2,49.99,34.65,8.7,3.12,154.03,0.51,ISS8045,Story,Medium,1.0,6.41,Fix bug,8.87,39.78,34.71,1.21,3.81,0.35,Code cleanup,New module,UI,3.68,8.05,David,17.22
SP2536,21,39.14,27.02,69.03,5.98,48.41,2.25,10.07,0.58,David,57.29,59.62,44.51,2.44,2.05,112.64,0.39,ISS8283,Bug,Medium,2.69,5.32,Update UI,3.97,47.07,40.45,1.27,6.09,0.44,Resolve blocker,Critical bug,Performance,5.93,13.73,Alice,9.01
SP7201,15,50.15,35.97,71.72,5.85,27.17,1.49,-0.35,0.39,Henry,33.2,53.4,47.46,2.85,2.67,144.62,0.44,ISS1149,Story,Low,5.25,4.16,Write tests,6.88,50.18,22.67,0.43,1.42,0.42,Security patch,Critical bug,Backend,1.93,2.62,Eve,17.9
SP4164,22,43.56,13.72,31.5,3.36,42.74,3.15,5.35,0.38,David,54.89,43.41,22.74,1.43,3.46,123.54,0.5,ISS3853,Bug,Medium,1.48,7.99,Update UI,3.1,78.3,33.25,1.01,1.96,0.64,Fix bug,User request,Testing,12.08,2.3,David,19.72
SP3770,28,42.07,26.63,63.3,4.24,42.69,2.71,4.51,0.49,Grace,37.02,72.31,33.56,7.27,3.33,164.98,0.61,ISS3736,Task,High,2.67,6.6,Fix bug,10.04,48.93,38.98,1.31,1.54,0.24,Resolve blocker,Performance issue,Testing,15.68,8.8,David,16.4
SP8399,14,58.71,38.33,65.29,5.54,48.24,1.42,9.22,0.47,Henry,50.09,82.8,68.21,7.09,3.75,146.64,0.51,ISS1956,Story,Low,13.06,1.0,Fix bug,11.03,58.77,41.81,2.05,0.81,0.12,Fix bug,Critical bug,UI,14.32,2.77,Henry,8.42
SP4845,27,61.8,31.47,50.92,4.59,51.83,1.94,6.93,0.38,Alice,36.59,37.42,47.23,3.2,2.87,135.27,0.49,ISS6180,Bug,Medium,1.0,4.68,Write tests,8.82,35.51,33.05,2.28,2.39,0.2,Security patch,Regression fix,Feature,7.77,5.9,Bob,14.92
SP4435,40,40.72,8.43,20.7,-0.51,46.44,5.67,3.4,0.26,Grace,45.95,67.66,55.78,6.74,3.1,181.15,0.54,ISS9607,Bug,High,12.98,1.43,Fix bug,23.75,41.2,35.89,1.52,2.6,0.13,Resolve blocker,Critical bug,Bug,23.19,11.3,Alice,18.63
SP5710,28,37.25,33.99,91.25,8.07,55.94,1.46,0.34,0.7,Carol,47.9,67.7,44.26,7.24,1.75,158.15,0.55,ISS3645,Story,Medium,1.99,7.31,Fix bug,10.25,48.04,49.66,1.65,1.42,0.12,Resolve blocker,New module,Feature,22.08,8.58,Eve,11.0
SP1561,26,68.96,49.45,71.71,4.44,33.53,3.06,-2.76,0.37,Bob,63.67,42.63,41.73,4.98,3.54,115.65,0.34,ISS4774,Task,High,1.0,7.85,Fix bug,9.48,29.5,33.33,2.23,1.38,0.13,Load testing,New module,Feature,1.0,7.59,Eve,15.89
SP5717,2,90.89,34.7,38.18,4.06,55.4,0.85,0.1,0.39,Alice,22.92,59.5,34.86,7.32,2.76,126.96,0.44,ISS6013,Story,High,3.94,1.21,Write tests,6.31,33.65,38.97,0.17,3.34,0.0,Fix bug,Performance issue,Refactor,8.78,5.49,Henry,7.51
SP8623,25,35.87,6.37,17.76,7.68,38.62,1.96,13.52,0.27,David,64.1,48.3,58.62,6.21,2.31,132.29,0.34,ISS1084,Task,Medium,1.92,4.49,Performance fix,2.48,46.79,39.02,1.35,3.61,0.37,Update UI,Regression fix,Backend,7.76,8.77,Eve,15.38
SP8187,3,63.37,30.86,48.7,3.7,46.98,1.73,0.88,0.4,Carol,36.56,65.19,45.33,4.09,1.0,143.21,0.47,ISS2935,Task,Medium,20.66,4.26,Write tests,20.09,46.71,36.4,1.7,1.65,0.31,Security patch,Critical bug,Bug,2.72,10.76,Carol,7.52
SP3180,8,47.91,38.01,79.34,0.97,22.57,3.25,-3.95,0.49,Henry,36.3,47.51,45.85,4.5,2.44,95.3,0.3,ISS7749,Task,High,1.77,6.35,Performance fix,5.61,42.55,50.05,0.62,4.18,0.33,Load testing,Performance issue,Bug,6.3,6.14,Alice,11.81
SP2960,33,60.14,34.58,57.5,3.08,64.16,3.58,-1.12,0.47,Alice,34.79,46.55,56.02,2.14,1.87,155.83,0.41,ISS2501,Story,Medium,12.23,10.11,Performance fix,13.8,59.71,31.09,1.39,1.69,0.44,Refactor module,New module,Security,19.91,3.26,Alice,14.59
SP4879,35,35.71,2.77,7.76,7.66,45.41,3.41,11.96,0.16,Grace,70.28,54.22,35.86,8.01,3.61,202.6,0.67,ISS7569,Bug,Low,21.1,4.38,Fix bug,22.34,36.79,36.85,1.26,6.65,0.35,Resolve blocker,Regression fix,Refactor,40.0,9.22,Carol,17.7
SP6153,6,31.22,13.96,44.71,1.12,55.08,1.33,1.66,0.57,Bob,46.1,85.31,38.54,3.93,1.86,99.08,0.47,ISS3473,Bug,Medium,2.72,10.41,Fix bug,14.01,48.26,45.44,3.15,5.65,0.43,Develop feature,Regression fix,Testing,3.49,3.34,David,4.84
SP8035,39,33.16,23.21,69.99,-1.69,37.68,2.9,7.54,0.61,Bob,40.24,38.07,49.8,7.13,3.24,130.46,0.37,ISS1735,Task,Low,2.76,5.68,Update UI,5.78,65.19,31.32,1.17,2.34,0.6,Update UI,New module,Security,13.41,7.68,Eve,4.56
SP4270,23,41.54,28.61,68.87,2.26,41.6,2.08,5.97,0.52,Henry,36.19,65.88,34.87,6.48,0.0,127.48,0.54,ISS3838,Task,High,12.91,2.98,Add feature,18.0,46.19,16.13,3.62,1.7,0.51,API integration,Tech debt,Performance,1.0,5.92,Eve,11.05
SP5687,25,46.48,14.56,31.33,5.36,35.51,1.49,2.36,0.35,Grace,43.44,40.54,27.33,3.42,2.02,137.2,0.45,ISS3562,Task,Low,3.86,5.43,Write tests,2.45,34.62,22.14,1.54,2.36,0.46,Fix bug,Tech debt,Feature,1.67,10.76,Eve,14.36
SP1582,19,64.18,52.34,81.55,7.52,52.38,2.18,2.53,0.55,Eve,23.29,71.84,46.28,5.18,0.95,156.78,0.44,ISS4906,Task,High,7.36,8.37,Fix bug,14.52,29.89,37.46,0.87,2.23,0.23,Fix bug,Performance issue,Performance,25.46,10.99,Eve,9.19
SP1288,5,37.5,17.88,47.68,4.63,58.63,0.82,-0.38,0.49,Carol,43.81,72.01,45.62,1.99,2.65,145.2,0.47,ISS2272,Story,Medium,3.74,1.81,Performance fix,9.28,35.27,34.46,3.27,2.31,0.27,API integration,Performance issue,Backend,1.78,2.82,Henry,8.17
SP6664,11,40.43,21.96,54.32,2.9,34.98,1.99,-3.48,0.44,Eve,50.08,54.86,33.78,6.17,1.52,151.27,0.48,ISS5836,Bug,Medium,2.99,7.79,Update UI,7.12,52.75,45.46,4.63,0.84,0.24,Security patch,New module,Refactor,1.0,7.73,Grace,18.49
SP8979,12,81.21,30.75,37.86,-0.26,52.1,1.75,8.0,0.23,David,41.52,37.42,41.14,3.03,0.27,127.62,0.31,ISS2862,Task,Medium,15.93,2.94,Add feature,11.95,38.36,42.38,5.85,1.58,0.21,Load testing,New module,Testing,5.0,6.34,Grace,16.08
SP4859,10,50.8,7.72,15.2,2.41,46.33,4.72,6.96,0.23,Bob,57.56,43.36,41.02,4.66,0.85,121.38,0.35,ISS5226,Story,Low,3.49,8.9,Refactor code,13.3,36.66,48.24,0.35,0.67,0.0,Resolve blocker,Critical bug,Feature,2.4,8.18,Frank,8.68
SP4060,8,54.28,33.85,62.36,-1.7,52.91,1.26,3.52,0.55,Henry,37.47,61.93,36.79,4.46,1.74,142.12,0.56,ISS1542,Story,High,4.94,7.73,Write tests,12.91,54.37,22.39,3.54,1.49,0.5,Code cleanup,New module,Security,1.14,5.9,Grace,14.84
SP2183,24,61.18,26.74,43.71,7.24,36.52,2.84,5.1,0.28,David,41.75,67.4,41.83,2.19,4.03,119.26,0.43,ISS7209,Task,Low,8.67,4.23,Write tests,8.9,41.93,31.03,0.98,2.01,0.26,Improve performance,Performance issue,Testing,1.84,5.13,Grace,9.63
SP5335,28,42.14,15.94,37.83,0.79,56.98,2.75,9.05,0.48,Eve,32.75,70.69,56.12,3.02,4.62,178.15,0.71,ISS3765,Task,Medium,6.71,7.82,Refactor code,18.33,55.65,25.94,0.89,2.07,0.55,Resolve blocker,Regression fix,Security,28.32,8.65,Eve,2.0
SP2446,36,49.72,19.59,39.4,1.66,45.82,3.53,-3.44,0.4,Bob,57.17,38.74,39.98,7.7,1.7,161.91,0.38,ISS8268,Task,High,19.75,8.32,Fix bug,32.79,51.98,34.64,1.83,3.56,0.39,Refactor module,New module,Backend,3.77,8.71,Henry,2.0
SP7679,37,45.16,31.35,69.42,0.21,47.92,2.32,7.85,0.57,Frank,33.62,62.81,62.5,8.26,6.28,118.39,0.45,ISS1884,Bug,High,8.08,5.2,Refactor code,20.71,41.66,37.36,1.32,2.18,0.33,Add unit tests,Performance issue,Refactor,17.36,11.7,Grace,11.98
SP7213,21,48.75,17.22,35.32,3.52,85.11,1.5,8.7,0.54,Henry,62.0,44.63,40.68,2.58,3.4,120.58,0.48,ISS4649,Bug,High,8.69,4.32,Refactor code,15.33,56.07,47.3,0.87,2.37,0.26,Code cleanup,User request,Backend,13.92,6.29,Eve,12.67
SP2903,8,62.65,35.67,56.94,4.85,23.57,1.63,11.16,0.37,Carol,36.74,60.71,33.37,4.52,2.21,161.6,0.59,ISS7890,Story,High,3.04,6.55,Add feature,13.66,37.92,46.78,0.52,1.28,0.06,Load testing,Tech debt,Bug,2.6,5.96,Alice,9.15
SP8894,9,60.12,30.71,51.08,7.28,58.1,3.29,7.38,0.62,Frank,53.09,52.28,60.64,4.64,1.55,129.97,0.45,ISS4571,Task,Low,3.21,3.57,Performance fix,1.33,55.48,23.2,1.46,0.6,0.47,Resolve blocker,User request,Testing,8.75,7.18,David,15.44
SP3377,15,15.77,4.44,28.15,3.79,56.53,2.66,10.51,0.32,Alice,36.49,58.54,31.35,4.31,3.78,141.39,0.63,ISS4933,Bug,High,1.0,7.84,Update UI,1.37,45.51,32.52,1.67,1.89,0.42,Update UI,Tech debt,Backend,5.24,8.96,Grace,10.09
SP1847,40,64.97,55.91,86.06,1.85,59.46,3.01,5.12,0.59,David,31.22,46.13,20.4,6.45,5.27,131.56,0.62,ISS6856,Task,High,7.91,8.73,Refactor code,18.35,51.06,46.62,1.88,8.0,0.5,Code cleanup,Tech debt,Performance,20.19,12.85,Grace,9.44
SP8370,18,44.81,37.39,83.44,6.9,58.79,1.34,4.42,0.74,Henry,46.96,96.31,48.44,7.34,2.19,103.61,0.47,ISS4666,Bug,Low,1.0,6.23,Refactor code,6.3,49.22,36.03,0.54,2.51,0.32,Code cleanup,Critical bug,Feature,18.79,1.0,Henry,14.28
SP7341,20,55.92,40.06,71.64,5.04,52.9,3.14,1.27,0.39,David,28.96,79.51,65.21,3.95,1.23,154.11,0.45,ISS9566,Bug,Low,1.0,4.11,Refactor code,5.73,49.51,20.58,0.94,2.74,0.59,Update UI,Performance issue,Backend,6.34,6.73,Frank,27.84
SP2239,6,43.89,19.97,45.5,3.89,56.13,4.21,1.02,0.46,Bob,72.51,79.11,35.71,6.14,3.16,128.23,0.48,ISS1557,Bug,Low,9.74,6.5,Fix bug,11.48,46.6,48.23,1.85,0.45,0.08,Resolve blocker,User request,UI,19.71,7.67,Carol,17.98
SP6600,12,49.22,17.78,36.12,2.75,90.29,0.96,7.68,0.63,Grace,47.95,57.55,41.34,4.09,0.24,158.71,0.47,ISS7040,Task,High,1.25,2.14,Performance fix,1.18,53.07,36.91,5.0,1.34,0.38,Database migration,Tech debt,Performance,8.26,7.06,David,6.02
SP5791,2,69.73,56.82,81.49,1.24,47.42,2.51,4.89,0.47,Bob,44.87,60.02,32.35,7.41,2.52,125.21,0.51,ISS2128,Story,Low,1.49,6.38,Update UI,3.65,38.96,30.13,1.15,1.85,0.13,Refactor module,Tech debt,DevOps,1.18,6.88,Frank,6.08
SP3365,7,55.04,41.59,75.56,5.87,47.26,0.63,5.64,0.72,Eve,15.95,32.22,39.29,6.28,0.0,154.3,0.36,ISS2360,Task,Low,11.37,10.42,Fix bug,20.31,42.25,40.15,0.84,1.43,0.07,Code cleanup,Performance issue,Refactor,4.48,13.71,Grace,19.5
SP6055,16,68.96,25.47,36.93,3.83,33.99,4.27,-1.94,0.23,David,48.01,39.27,31.8,3.49,1.87,117.2,0.42,ISS6420,Story,Medium,2.93,7.26,Update UI,6.11,39.42,34.06,3.73,1.35,0.21,Update UI,New module,Bug,5.16,8.37,David,9.36
SP6622,3,49.24,16.31,33.12,-0.58,37.63,1.69,5.22,0.57,David,54.19,56.92,49.01,5.05,4.63,108.96,0.47,ISS6349,Task,Low,3.55,2.25,Write tests,1.77,32.77,30.42,1.35,0.28,0.0,Improve performance,Performance issue,Backend,3.92,1.44,David,7.8
SP1372,3,47.68,33.11,69.44,3.27,53.35,0.45,8.71,0.55,David,37.76,70.64,52.88,3.35,3.26,92.6,0.32,ISS3625,Bug,Low,4.65,8.07,Update UI,10.46,36.98,27.84,6.15,1.25,0.12,Database migration,Regression fix,Testing,7.27,7.8,David,22.92
SP8783,27,50.18,41.12,81.94,6.77,55.53,1.41,6.82,0.58,Alice,43.74,66.9,27.12,7.17,3.3,134.01,0.67,ISS1057,Story,Medium,1.52,3.2,Write tests,1.0,41.53,35.58,0.81,4.89,0.42,Develop feature,Critical bug,Testing,4.17,3.87,Frank,14.15
SP2949,40,30.96,7.71,24.9,10.79,48.31,3.78,2.17,0.22,David,49.19,60.87,52.81,3.51,2.74,132.72,0.43,ISS9503,Task,Medium,8.59,4.04,Add feature,9.67,47.79,27.47,1.45,5.23,0.59,Load testing,Critical bug,Bug,1.0,9.48,Bob,18.46
SP1244,38,10.0,0.0,0.0,3.22,59.79,3.3,5.71,0.19,Eve,63.71,64.2,31.44,5.51,0.86,155.44,0.51,ISS6848,Bug,High,7.02,3.56,Performance fix,9.34,55.72,35.97,5.31,3.81,0.64,Fix bug,Tech debt,Backend,2.59,10.22,Henry,13.74
SP8795,33,38.29,25.75,67.25,6.33,43.99,3.07,11.17,0.48,David,30.78,62.37,43.58,3.26,4.7,136.5,0.52,ISS3737,Bug,Low,8.1,4.49,Refactor code,9.52,30.1,21.91,3.42,2.7,0.26,Improve performance,Regression fix,UI,8.96,9.97,Alice,22.23
SP6772,28,65.41,55.34,84.6,2.8,87.28,2.39,6.35,0.58,Henry,58.73,35.55,49.47,5.93,5.14,129.2,0.49,ISS6493,Task,High,2.08,4.72,Write tests,1.0,24.52,23.37,2.35,3.96,0.31,Security patch,Performance issue,Performance,10.79,8.04,David,14.8
SP1124,1,71.31,51.38,72.05,4.32,52.29,1.48,8.16,0.56,Eve,53.89,40.28,38.25,4.04,0.0,175.4,0.38,ISS4877,Story,Low,1.13,3.84,Refactor code,3.26,55.06,43.68,0.3,2.34,0.27,Resolve blocker,Critical bug,Performance,2.13,4.89,Eve,19.72
SP2919,8,19.96,1.02,5.11,4.97,60.11,3.5,11.28,0.27,Bob,28.87,61.13,28.06,2.88,1.35,142.63,0.54,ISS3282,Story,High,13.06,4.53,Write tests,19.9,41.15,26.17,1.89,1.01,0.4,Add unit tests,New module,Performance,3.61,9.05,Eve,2.02
SP1530,37,69.3,27.9,40.26,8.23,52.42,6.4,5.05,0.09,Grace,22.68,35.57,30.83,4.69,2.79,168.43,0.46,ISS7786,Task,Medium,2.6,7.53,Fix bug,4.63,10.97,41.05,0.95,3.56,0.12,API integration,Critical bug,Performance,9.83,4.93,David,9.16
SP8849,32,41.12,21.06,51.22,7.37,40.97,2.23,1.16,0.54,Eve,33.54,39.79,49.37,6.01,1.61,134.56,0.33,ISS6508,Story,Medium,1.0,6.59,Performance fix,4.69,31.59,31.47,1.68,6.57,0.2,Add unit tests,New module,Security,3.49,4.33,David,15.52
SP7929,37,28.6,12.5,43.71,5.86,42.39,2.85,3.8,0.31,David,39.76,68.0,51.1,2.77,4.07,132.73,0.51,ISS2431,Bug,Low,4.39,5.44,Update UI,5.91,33.82,46.9,2.73,2.68,0.28,Improve performance,Regression fix,Backend,7.54,5.95,Bob,15.63
SP5349,4,65.89,46.66,70.81,1.55,32.8,0.68,11.04,0.43,Carol,28.83,76.82,24.26,3.1,1.89,160.07,0.69,ISS2775,Story,Medium,11.07,5.94,Add feature,20.47,33.79,41.83,2.35,0.28,0.15,Update UI,New module,Security,8.33,10.66,Bob,9.0
SP5756,30,42.42,21.06,49.65,5.5,24.16,2.3,8.62,0.29,Grace,49.21,37.09,54.84,6.03,3.74,145.97,0.57,ISS5207,Story,Medium,2.01,11.85,Write tests,8.73,46.26,28.11,3.29,4.03,0.52,API integration,Regression fix,Testing,4.11,7.81,Carol,11.29
SP2801,6,89.23,40.4,45.28,8.53,64.25,2.68,4.46,0.4,Grace,31.51,50.85,32.67,5.48,1.12,164.76,0.51,ISS5385,Story,High,1.0,3.18,Fix bug,4.94,36.23,38.08,2.1,7.31,0.45,Add unit tests,Tech debt,UI,3.82,3.55,Carol,2.0
SP6156,19,39.9,26.04,65.26,5.69,40.86,1.78,8.77,0.48,Bob,51.17,55.55,34.82,8.29,3.24,120.97,0.52,ISS7351,Bug,High,13.37,6.5,Update UI,24.29,60.19,33.63,4.06,2.9,0.64,Fix bug,Tech debt,Refactor,8.64,7.45,Henry,23.94
SP8856,32,45.85,24.28,52.96,6.1,49.04,2.35,3.63,0.53,Frank,40.69,55.3,44.56,1.38,1.8,137.24,0.43,ISS4974,Bug,Low,2.23,4.76,Refactor code,4.71,61.04,35.67,1.75,4.19,0.52,Improve performance,Critical bug,Performance,22.05,7.98,Henry,13.43
SP6461,9,35.35,18.49,52.31,4.44,72.99,3.3,2.41,0.42,Alice,41.93,67.38,18.56,5.36,1.54,134.76,0.43,ISS6905,Story,Medium,5.77,4.71,Performance fix,8.77,50.07,34.68,1.0,1.95,0.2,Refactor module,User request,Testing,16.87,4.23,Frank,12.04
SP6302,12,52.25,43.47,83.2,3.06,67.53,0.6,1.11,0.77,Alice,58.43,57.32,42.86,7.73,1.67,136.88,0.38,ISS5677,Story,High,1.17,2.33,Write tests,4.71,23.94,48.5,4.81,1.35,0.28,Update UI,Tech debt,Refactor,3.49,7.72,Bob,15.88
SP8432,11,61.96,25.95,41.88,5.61,52.25,3.42,12.55,0.34,Carol,57.96,72.84,38.89,7.51,3.56,147.49,0.64,ISS5465,Bug,Low,4.91,4.39,Performance fix,8.21,50.18,30.29,0.86,2.93,0.46,Database migration,User request,Feature,2.8,3.1,Bob,6.75
SP7189,16,24.05,18.35,76.3,3.38,46.84,1.1,4.98,0.64,Carol,53.46,33.3,46.13,6.77,3.16,168.8,0.53,ISS9411,Story,Medium,3.7,6.51,Performance fix,8.03,18.83,38.09,0.61,1.03,0.12,Improve performance,Tech debt,Backend,3.43,10.62,Eve,14.5
SP2142,1,59.84,39.85,66.59,-0.7,47.7,0.53,2.69,0.64,Bob,30.32,66.28,38.98,4.41,2.22,121.71,0.48,ISS4302,Story,Low,21.74,3.45,Fix bug,19.15,33.63,31.0,0.36,0.57,0.07,Add unit tests,New module,DevOps,12.2,8.41,Grace,2.0
SP8076,21,43.87,29.89,68.13,8.06,83.04,1.72,5.48,0.55,David,31.31,42.12,50.67,6.07,2.18,102.21,0.3,ISS7945,Story,Low,1.21,1.0,Write tests,5.03,55.11,35.41,2.29,2.63,0.44,API integration,Critical bug,UI,3.75,4.71,Eve,11.23
SP8614,30,37.09,19.81,53.41,6.01,52.59,4.69,4.91,0.6,Bob,37.9,53.7,31.78,4.61,4.35,144.1,0.71,ISS3302,Story,Low,5.91,7.87,Performance fix,8.35,51.17,41.98,5.59,4.36,0.5,API integration,Critical bug,Feature,11.56,8.22,Henry,16.08
SP5840,13,28.98,9.16,31.61,-1.9,94.88,4.24,0.58,0.35,Alice,67.5,50.52,46.24,1.09,1.9,150.14,0.5,ISS7285,Story,High,10.44,2.5,Write tests,17.59,58.29,30.57,0.39,0.74,0.4,Database migration,Critical bug,Refactor,1.0,7.61,Henry,19.23
SP2629,34,64.68,24.3,37.57,-3.0,30.49,3.32,9.89,0.22,Bob,29.71,76.78,37.36,3.67,2.79,160.31,0.53,ISS5966,Bug,Low,1.0,11.68,Update UI,10.0,48.28,39.37,0.87,2.83,0.35,API integration,Regression fix,Bug,8.84,3.51,Alice,9.7
SP6062,4,54.3,51.37,94.6,3.43,50.7,1.07,-3.41,0.87,David,52.29,59.62,23.05,6.11,2.97,105.91,0.49,ISS4726,Story,Medium,5.38,9.33,Fix bug,17.54,36.61,36.6,5.14,0.58,0.18,Fix bug,Regression fix,Security,1.68,5.65,Grace,10.34
SP1762,28,41.27,16.31,39.52,5.84,67.49,2.49,5.96,0.44,David,28.09,46.11,33.45,6.53,0.91,121.33,0.3,ISS3042,Story,Medium,6.95,8.67,Write tests,16.77,58.35,35.5,1.57,1.55,0.31,Database migration,Critical bug,Refactor,5.55,3.66,Grace,9.22
SP7905,38,61.69,18.13,29.39,2.19,66.2,3.2,8.4,0.39,Frank,52.24,59.35,41.28,5.85,2.98,143.73,0.54,ISS9714,Story,Medium,9.93,6.46,Refactor code,14.17,58.74,37.66,2.7,2.17,0.5,Database migration,User request,Bug,8.87,8.17,Eve,11.82
